Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Generation
60,5.8,1.0,7.7,4.3,5.2,2.8,Low,Gen Z
61,8.3,1.1,9.8,3.5,1.3,3.67,High,Gen Z
62,7.1,1.0,6.8,4.5,4.6,3.27,Moderate,Gen Z
63,5.1,0.5,5.2,0.2,13.0,2.85,High,Gen Z
64,7.4,0.4,7.5,2.8,5.9,3.26,Moderate,Gen Z
65,5.9,1.7,7.0,3.7,5.7,2.8,Low,Gen Z
66,6.9,2.5,7.5,5.1,2.0,3.06,Moderate,Gen Z
67,8.3,0.7,5.4,3.9,5.7,3.26,High,Gen Z
68,9.7,2.3,6.9,3.3,1.8,3.38,High,Gen Z
69,7.3,2.2,9.7,1.9,2.9,3.15,Moderate,Gen Z
70,5.4,1.3,9.2,0.1,8.0,2.69,Low,Gen Z
71,9.1,1.1,5.6,4.2,4.0,3.54,High,Gen Z
72,8.7,3.2,6.4,1.0,4.7,3.37,High,Gen Z
73,8.8,3.2,10.0,0.8,1.2,3.58,High,Gen Z
74,6.7,3.7,9.3,1.8,2.5,2.89,Moderate,Gen Z
75,8.8,3.0,5.5,5.4,1.3,3.58,High,Gen Z
76,6.6,3.6,6.9,0.1,6.8,2.99,Moderate,Gen Z
77,9.5,0.4,6.6,5.7,1.8,3.44,High,Gen Z
78,8.2,1.8,6.5,2.0,5.5,3.35,High,Gen Z
79,8.4,3.0,9.0,2.8,0.8,3.26,High,Gen Z
80,5.3,2.2,7.2,5.3,4.0,2.62,Low,Gen Z
81,6.8,0.5,5.7,4.6,6.4,2.86,High,Gen Z
82,5.4,2.8,5.4,4.9,5.5,2.86,High,Gen Z
83,8.5,0.3,5.4,5.9,3.9,2.99,High,Gen Z
84,9.1,3.8,9.9,0.9,0.3,3.08,High,Gen Z
85,6.9,0.3,8.9,3.4,4.5,3.21,Moderate,Gen Z
86,5.6,2.0,5.1,2.8,8.5,2.81,High,Gen Z
87,5.3,0.5,5.6,3.9,8.7,2.9,High,Gen Z
88,9.8,1.5,6.4,5.2,1.1,3.78,High,Gen Z
89,6.1,3.9,5.1,5.8,3.1,2.96,High,Gen Z
90,5.4,2.2,9.8,3.1,3.5,2.81,Low,Gen Z
91,8.1,2.8,7.3,3.6,2.2,3.39,High,Gen Z
92,5.2,1.1,9.8,5.3,2.6,2.82,Low,Gen Z
93,7.3,2.5,6.4,1.1,6.7,2.67,Moderate,Gen Z
94,7.9,0.3,9.9,5.8,0.1,3.08,Moderate,Gen Z
95,8.5,2.1,6.5,4.9,2.0,3.1,High,Gen Z
96,9.6,3.3,9.7,1.0,0.4,3.54,High,Gen Z
97,8.1,1.7,9.7,3.9,0.6,3.45,High,Gen Z
98,9.9,0.6,8.0,2.1,3.4,3.39,High,Gen Z
99,9.8,3.4,9.2,0.7,0.9,3.15,High,Gen Z
100,5.3,3.5,9.1,6.0,0.1,2.68,Low,Gen Z
101,10.0,2.2,8.8,2.8,0.2,3.41,High,Gen Z
102,7.3,0.5,9.8,3.6,2.8,3.22,Moderate,Gen Z
103,6.1,2.7,8.1,2.1,5.0,2.98,Moderate,Gen Z
104,7.6,3.1,7.6,4.9,0.8,2.99,Moderate,Gen Z
105,7.8,2.2,9.4,1.9,2.7,3.3,Moderate,Gen Z
106,8.5,0.9,5.7,0.1,8.8,3.55,High,Gen Z
107,6.8,2.4,7.0,2.6,5.2,2.97,Moderate,Gen Z
108,7.6,3.1,7.0,3.7,2.6,3.28,Moderate,Gen Z
109,9.3,3.8,5.7,4.8,0.4,3.05,High,Gen Z
110,7.3,3.9,7.5,1.7,3.6,3.08,Moderate,Gen Z
111,8.2,1.0,5.4,0.8,8.6,3.3,High,Gen Z
112,5.9,1.4,9.5,2.8,4.4,2.7,Low,Gen Z
113,8.3,0.7,6.0,0.2,8.8,3.14,High,Gen Z
114,5.9,0.4,5.6,2.8,9.3,2.73,High,Gen Z
115,6.0,1.5,7.5,4.1,4.9,2.76,Moderate,Gen Z
116,9.4,3.7,5.3,1.6,4.0,3.45,High,Gen Z
117,9.0,3.0,5.9,1.3,4.8,3.29,High,Gen Z
118,8.1,1.5,7.3,4.5,2.6,2.75,High,Gen Z
119,5.2,1.0,8.6,5.4,3.8,3.4,Low,Gen Z
120,5.5,1.8,7.7,1.5,7.5,3.05,Low,Gen Z
121,6.3,1.5,5.1,1.9,9.2,2.82,High,Gen Z
122,5.6,3.6,8.0,4.1,2.7,2.62,Low,Gen Z
123,8.9,2.0,5.4,3.2,4.5,3.64,High,Gen Z
124,7.2,0.5,6.4,2.2,7.7,3.19,Moderate,Gen Z
125,8.2,2.3,6.8,5.9,0.8,2.95,High,Gen Z
126,5.5,0.6,6.2,1.0,10.7,2.94,Low,Gen Z
127,5.9,1.1,5.9,5.4,5.7,2.89,High,Gen Z
128,7.1,3.9,5.6,2.4,5.0,2.9,High,Gen Z
129,9.8,3.5,9.1,0.4,1.2,3.57,High,Gen Z
130,9.6,2.2,7.9,1.2,3.1,3.24,High,Gen Z
131,8.8,0.7,6.6,2.6,5.3,2.99,High,Gen Z
132,5.6,2.4,6.4,3.5,6.1,2.85,Low,Gen Z
133,5.8,1.9,7.7,0.3,8.3,2.7,Low,Gen Z
134,5.3,4.0,6.6,4.9,3.2,2.72,Low,Gen Z
135,6.3,2.7,8.8,3.6,2.6,2.45,Moderate,Gen Z
136,6.7,3.7,9.2,4.2,0.2,2.85,Moderate,Gen Z
137,5.6,2.9,9.7,1.1,4.7,2.86,Low,Gen Z
138,7.9,3.4,5.7,4.8,2.2,3.15,High,Gen Z
139,6.0,0.7,5.8,4.9,6.6,2.96,High,Gen Z
140,6.8,3.5,7.0,4.9,1.8,3.44,Moderate,Gen Z
141,7.2,1.5,7.3,1.8,6.2,3.08,Moderate,Gen Z
142,6.2,3.6,6.9,3.3,4.0,3.27,Moderate,Gen Z
143,9.5,2.5,5.6,5.6,0.8,3.13,High,Gen Z
144,5.7,3.2,8.1,3.2,3.8,3.08,Low,Gen Z
145,9.5,3.2,5.8,1.7,3.8,3.59,High,Gen Z
146,5.2,2.3,8.8,5.3,2.4,2.61,Low,Gen Z
147,6.7,3.3,5.6,5.1,3.3,2.95,High,Gen Z
148,9.0,0.6,6.1,4.3,4.0,3.15,High,Gen Z
149,8.6,2.6,8.5,2.3,2.0,3.14,High,Gen Z
150,5.9,3.6,7.9,2.4,4.2,2.64,Low,Gen Z
151,7.3,3.8,5.8,3.5,3.6,3.58,High,Gen Z
152,5.1,3.5,9.7,3.2,2.5,2.79,Low,Gen Z
153,8.5,3.7,8.5,0.5,2.8,3.65,High,Gen Z
154,7.1,2.9,9.7,4.0,0.3,3.33,Moderate,Gen Z
155,7.3,0.5,9.9,5.0,1.3,3.11,Moderate,Gen Z
156,8.0,1.6,5.3,2.0,7.1,3.42,High,Gen Z
157,9.0,0.0,6.7,2.4,5.9,3.51,High,Gen Z
158,6.7,1.4,8.7,2.7,4.5,3.02,Moderate,Gen Z
159,6.1,1.8,5.7,1.1,9.3,2.38,High,Gen Z
160,9.6,1.4,7.9,3.2,1.9,3.43,High,Gen Z
161,5.1,2.7,5.9,5.8,4.5,2.71,High,Gen Z
162,5.4,4.0,7.5,3.6,3.5,2.59,Low,Gen Z
163,5.3,3.0,6.0,5.4,4.3,2.68,Low,Gen Z
164,5.2,1.9,7.8,0.4,8.7,2.67,Low,Gen Z
165,8.9,1.8,7.6,2.5,3.2,3.58,High,Gen Z
166,5.8,0.7,9.3,5.7,2.5,2.46,Low,Gen Z
167,6.9,1.1,8.2,2.5,5.3,3.22,Moderate,Gen Z
168,5.1,0.9,6.2,4.0,7.8,3.02,Low,Gen Z
169,5.1,0.4,9.0,1.1,8.4,2.52,Low,Gen Z
170,5.5,1.0,8.6,5.1,3.8,2.97,Low,Gen Z
171,9.2,1.6,8.3,1.0,3.9,3.5,High,Gen Z
172,5.1,0.3,6.0,0.2,12.4,2.7,Low,Gen Z
173,5.9,2.3,7.1,5.4,3.3,2.78,Low,Gen Z
174,6.3,1.5,8.0,1.6,6.6,3.15,Moderate,Gen Z
175,8.1,1.6,7.8,2.6,3.9,3.26,High,Gen Z
176,8.8,0.6,9.3,2.6,2.7,3.3,High,Gen Z
177,9.5,3.2,7.1,0.1,4.1,3.49,High,Gen Z
178,8.2,1.0,5.7,5.0,4.1,2.89,High,Gen Z
179,9.9,2.1,5.9,1.6,4.5,3.52,High,Gen Z
180,6.4,2.2,8.3,5.0,2.1,2.76,Moderate,Gen Z
181,6.0,0.0,5.7,5.4,6.9,2.95,High,Gen Z
182,8.0,2.7,5.9,5.5,1.9,3.4,High,Gen Z
183,7.1,1.5,7.6,0.3,7.5,3.17,Moderate,Gen Z
184,5.4,2.4,6.2,2.3,7.7,2.66,Low,Gen Z
185,6.4,1.4,8.6,1.8,5.8,2.77,Moderate,Gen Z
186,8.3,3.7,8.7,0.7,2.6,3.77,High,Gen Z
187,5.2,1.0,8.0,0.3,9.5,3.29,Low,Gen Z
188,6.7,3.1,5.5,0.5,8.2,2.99,High,Gen Z
189,8.6,2.0,8.4,2.2,2.8,3.43,High,Gen Z
190,9.0,2.8,6.4,3.4,2.4,3.24,High,Gen Z
191,6.8,0.4,9.6,0.8,6.4,3.01,Moderate,Gen Z
192,5.9,2.2,9.4,4.4,2.1,3.01,Low,Gen Z
193,9.0,2.6,8.5,3.3,0.6,3.34,High,Gen Z
194,6.1,4.0,9.7,0.2,4.0,2.58,Moderate,Gen Z
195,8.5,3.7,5.9,3.4,2.5,3.06,High,Gen Z
196,9.6,3.9,9.7,0.4,0.4,3.65,High,Gen Z
197,9.3,3.4,6.6,3.9,0.8,3.41,High,Gen Z
198,6.2,0.5,5.4,4.2,7.7,2.84,High,Gen Z
199,6.7,2.9,5.3,1.9,7.2,3.29,High,Gen Z
200,6.6,2.5,9.4,3.4,2.1,3.03,Moderate,Gen Z
201,6.2,0.1,9.4,0.1,8.2,2.95,Moderate,Gen Z
202,9.7,3.2,10.0,0.4,0.7,3.67,High,Gen Z
203,8.8,1.6,7.4,3.8,2.4,3.23,High,Gen Z
204,7.1,3.0,6.2,0.7,7.0,3.36,Moderate,Gen Z
205,6.8,1.1,6.5,1.4,8.2,3.01,Moderate,Gen Z
206,6.9,2.7,6.1,5.7,2.6,3.08,Moderate,Gen Z
207,8.9,0.4,7.1,5.3,2.3,3.33,High,Gen Z
208,8.1,0.7,10.0,1.2,4.0,3.35,High,Gen Z
209,9.7,2.6,8.0,1.9,1.8,3.33,High,Gen Z
210,6.1,0.7,8.9,2.1,6.2,2.81,Moderate,Gen Z
211,5.3,3.9,9.4,5.0,0.4,3.08,Low,Gen Z
212,8.5,0.6,9.1,1.3,4.5,3.16,High,Gen Z
213,6.1,2.1,8.0,3.5,4.3,2.79,Moderate,Gen Z
214,9.4,3.8,9.3,1.2,0.3,3.33,High,Gen Z
215,8.3,2.2,5.4,2.5,5.6,2.97,High,Gen Z
216,8.6,2.0,5.4,1.3,6.7,3.14,High,Gen Z
217,8.4,0.3,9.3,3.0,3.0,3.77,High,Gen Z
218,9.1,1.4,8.4,2.9,2.2,3.26,High,Gen Z
219,6.3,3.5,9.0,3.4,1.8,3.11,Moderate,Gen Z
220,8.5,2.7,8.1,3.5,1.2,3.38,High,Gen Z
221,5.8,3.5,9.4,0.2,5.1,2.84,Low,Gen Z
222,6.7,3.0,5.8,4.9,3.6,3.03,High,Gen Z
223,9.2,2.0,5.0,1.7,6.1,3.42,High,Gen Z
224,8.2,1.0,8.2,3.2,3.4,3.24,High,Gen Z
225,8.9,0.4,8.8,3.2,2.7,3.32,High,Gen Z
226,8.2,3.7,5.5,5.6,1.0,3.29,High,Gen Z
227,8.4,0.3,6.5,4.2,4.6,3.29,High,Gen Z
228,6.7,2.5,5.2,5.2,4.4,2.86,High,Gen Z
229,9.9,3.9,8.7,0.2,1.3,3.8,High,Gen Z
230,8.4,1.8,6.4,6.0,1.4,3.25,High,Gen Z
231,7.1,1.8,5.8,4.8,4.5,2.86,High,Gen Z
232,5.4,2.7,8.3,1.6,6.0,2.95,Low,Gen Z
233,9.8,0.6,7.2,5.7,0.7,3.84,High,Gen Z
234,7.0,1.1,9.9,2.5,3.5,2.84,Moderate,Gen Z
235,9.5,0.9,6.1,0.2,7.3,3.17,High,Gen Z
236,9.3,1.9,9.8,0.6,2.4,3.68,High,Gen Z
237,9.3,3.1,8.9,2.3,0.4,3.52,High,Gen Z
238,5.7,0.1,9.6,3.7,4.9,3.12,Low,Gen Z
239,9.0,1.9,5.6,0.8,6.7,3.21,High,Gen Z
240,6.0,2.0,5.3,3.5,7.2,3.26,High,Gen Z
241,6.3,3.2,6.6,2.7,5.2,2.85,Moderate,Gen Z
242,8.0,1.2,8.5,5.2,1.1,2.72,Moderate,Gen Z
243,8.9,0.2,7.4,0.6,6.9,3.33,High,Gen Z
244,8.1,2.8,7.8,0.1,5.2,2.98,High,Gen Z
245,6.6,2.1,5.4,2.1,7.8,2.79,High,Gen Z
246,7.8,2.8,9.0,0.9,3.5,3.11,Moderate,Gen Z
247,5.8,0.4,8.2,4.2,5.4,2.88,Low,Gen Z
248,8.5,3.5,8.6,2.7,0.7,3.15,High,Gen Z
249,6.7,3.3,5.4,5.4,3.2,3.27,High,Gen Z
250,7.3,2.6,7.6,4.4,2.1,3.13,Moderate,Gen Z
251,5.4,0.2,6.2,1.0,11.2,2.75,Low,Gen Z
252,9.9,1.3,5.9,4.7,2.2,3.57,High,Gen Z
253,8.3,2.0,7.8,4.2,1.7,3.25,High,Gen Z
254,6.0,2.7,5.4,0.2,9.7,2.92,High,Gen Z
255,6.3,1.9,9.3,4.4,2.1,2.85,Moderate,Gen Z
256,6.7,1.5,9.9,0.2,5.7,3.32,Moderate,Gen Z
257,9.3,2.3,7.2,3.8,1.4,3.61,High,Gen Z
258,9.5,1.7,6.4,3.6,2.8,3.42,High,Gen Z
259,9.6,0.8,8.1,3.5,2.0,3.31,High,Gen Z
260,8.6,3.6,5.9,1.4,4.5,3.37,High,Gen Z
261,9.9,0.7,9.3,2.0,2.1,3.59,High,Gen Z
262,7.2,2.1,6.8,3.6,4.3,3.01,Moderate,Gen Z
263,5.8,1.6,9.8,1.5,5.3,2.61,Low,Gen Z
264,8.9,0.5,9.8,2.2,2.6,3.57,High,Gen Z
265,6.2,0.3,5.8,3.1,8.6,3.13,High,Gen Z
266,7.2,1.0,8.1,4.2,3.5,2.98,Moderate,Gen Z
267,5.8,0.7,5.2,4.4,7.9,2.81,High,Gen Z
268,9.2,3.2,7.9,3.2,0.5,3.8,High,Gen Z
269,6.0,0.4,6.3,0.3,11.0,3.05,Moderate,Gen Z
270,5.2,0.5,7.3,5.6,5.4,2.79,Low,Gen Z
271,6.6,2.0,5.2,0.9,9.3,3.17,High,Gen Z
272,7.3,2.1,7.4,4.0,3.2,3.16,Moderate,Gen Z
273,5.7,0.1,6.5,4.2,7.5,2.98,Low,Gen Z
274,9.8,0.4,8.4,2.4,3.0,3.26,High,Gen Z
275,9.3,0.7,8.5,4.6,0.9,3.43,High,Gen Z
276,7.5,2.5,9.3,2.7,2.0,3.2,Moderate,Gen Z
277,5.2,3.7,8.4,4.1,2.6,2.91,Low,Gen Z
278,7.0,2.6,5.5,3.9,5.0,2.82,High,Gen Z
279,10.0,0.2,9.9,1.6,2.3,3.56,High,Gen Z
280,7.8,3.0,9.4,1.5,2.3,3.25,Moderate,Gen Z
281,6.6,2.7,9.0,4.3,1.4,2.93,Moderate,Gen Z
282,9.1,0.5,7.7,0.0,6.7,3.64,High,Gen Z
283,6.6,1.5,7.0,4.2,4.7,2.79,Moderate,Gen Z
284,6.2,1.5,6.1,0.4,9.8,2.5,Moderate,Gen Z
285,8.0,2.7,8.1,2.4,2.8,3.4,Moderate,Gen Z
286,7.6,1.9,5.1,2.0,7.4,3.08,High,Gen Z
287,6.9,1.6,7.9,3.2,4.4,3.31,Moderate,Gen Z
288,9.1,2.9,9.8,0.0,2.2,3.48,High,Gen Z
289,6.0,0.0,8.2,5.4,4.4,2.92,Moderate,Gen Z
290,5.3,3.7,6.8,0.6,7.6,2.78,Low,Gen Z
291,7.4,1.0,6.4,1.8,7.4,3.15,Moderate,Gen Z
292,6.6,2.4,8.6,1.6,4.8,3.27,Moderate,Gen Z
293,7.1,0.5,5.9,4.1,6.4,3.09,High,Gen Z
294,8.5,0.4,7.8,1.5,5.8,3.01,High,Gen Z
295,9.8,1.9,9.0,1.8,1.5,3.5,High,Gen Z
296,9.8,2.4,9.1,2.4,0.3,3.38,High,Gen Z
297,6.1,0.8,8.1,2.5,6.5,2.67,Moderate,Gen Z
298,8.9,1.1,9.1,2.1,2.8,3.2,High,Gen Z
299,8.3,0.4,8.1,2.7,4.5,3.01,High,Gen Z
300,8.7,3.5,6.1,0.5,5.2,3.37,High,Gen Z
301,5.1,2.6,8.0,3.3,5.0,2.65,Low,Gen Z
302,8.0,2.0,9.9,0.6,3.5,2.93,Moderate,Gen Z
303,8.5,1.6,7.1,4.3,2.5,3.39,High,Gen Z
304,6.4,0.3,5.4,5.4,6.5,3.29,High,Gen Z
305,6.0,1.3,6.1,2.1,8.5,2.91,Moderate,Gen Z
306,5.3,3.2,6.2,3.2,6.1,2.64,Low,Gen Z
307,9.4,2.6,7.7,1.4,2.9,3.66,High,Gen Z
308,10.0,2.6,7.8,2.6,1.0,3.26,High,Gen Z
309,7.3,0.2,7.8,5.7,3.0,3.2,Moderate,Gen Z
310,6.0,2.1,5.5,2.7,7.7,2.72,High,Gen Z
311,8.8,1.4,8.3,4.4,1.1,3.1,High,Gen Z
312,10.0,3.7,7.7,2.2,0.4,3.44,High,Gen Z
313,7.6,2.5,5.4,4.5,4.0,3.17,High,Gen Z
314,8.9,2.8,5.2,1.8,5.3,3.3,High,Gen Z
315,6.3,1.4,5.4,5.6,5.3,2.58,High,Gen Z
316,7.0,1.8,8.0,3.1,4.1,3.15,Moderate,Gen Z
317,9.6,2.0,10.0,2.0,0.4,3.46,High,Gen Z
318,6.9,3.5,9.3,3.5,0.8,3.02,Moderate,Gen Z
319,9.0,1.2,5.4,2.4,6.0,3.46,High,Gen Z
320,6.7,3.9,8.2,4.3,0.9,2.83,Moderate,Gen Z
321,5.7,3.4,9.6,2.6,2.7,3.13,Low,Gen Z
322,5.9,2.0,7.0,0.9,8.2,3.0,Low,Gen Z
323,6.8,0.3,5.1,0.8,11.0,3.03,High,Gen Z
324,9.8,1.7,6.6,3.0,2.9,3.58,High,Gen Z
325,7.2,0.4,8.2,1.3,6.9,3.39,Moderate,Gen Z
326,5.8,0.2,8.9,2.8,6.3,3.11,Low,Gen Z
327,5.3,4.0,5.3,4.2,5.2,2.67,High,Gen Z
328,8.5,0.2,7.5,6.0,1.8,3.21,High,Gen Z
329,9.1,2.5,6.5,3.7,2.2,2.85,High,Gen Z
330,5.7,3.5,7.2,1.2,6.4,3.04,Low,Gen Z
331,6.8,1.7,9.1,4.4,2.0,2.9,Moderate,Gen Z
332,5.1,1.0,8.8,0.8,8.3,2.25,Low,Gen Z
333,7.7,0.9,5.1,1.4,8.9,3.15,High,Gen Z
334,5.5,2.2,7.3,5.1,3.9,2.94,Low,Gen Z
335,5.5,2.0,5.8,1.9,8.8,2.79,High,Gen Z
336,6.9,1.6,7.3,4.7,3.5,3.38,Moderate,Gen Z
337,9.5,3.8,8.9,0.6,1.2,3.3,High,Gen Z
338,6.3,3.4,5.2,5.4,3.7,3.31,High,Gen Z
339,7.3,2.5,8.3,5.3,0.6,3.36,Moderate,Gen Z
340,5.3,2.1,5.8,4.4,6.4,3.11,High,Gen Z
341,7.6,2.7,5.2,0.5,8.0,3.07,High,Gen Z
342,5.4,0.0,9.8,4.4,4.4,2.85,Low,Gen Z
343,6.8,1.2,6.7,4.6,4.7,2.81,Moderate,Gen Z
344,5.9,0.4,8.3,4.6,4.8,2.99,Low,Gen Z
345,6.3,0.1,5.4,5.8,6.4,3.14,High,Gen Z
346,8.1,1.5,6.0,0.7,7.7,3.06,High,Gen Z
347,8.1,3.1,8.2,2.4,2.2,3.09,High,Gen Z
348,9.9,2.4,7.9,2.8,1.0,3.67,High,Gen Z
349,9.1,2.6,5.6,2.0,4.7,3.16,High,Gen Z
350,7.2,2.5,9.7,1.1,3.5,2.69,Moderate,Gen Z
351,5.6,0.8,9.4,3.9,4.3,3.01,Low,Gen Z
352,9.3,3.4,9.6,0.4,1.3,3.28,High,Gen Z
353,8.8,1.8,9.2,3.1,1.1,3.45,High,Gen Z
354,5.9,2.2,9.9,5.6,0.4,3.12,Low,Gen Z
355,5.2,0.7,5.7,4.4,8.0,2.67,High,Gen Z
356,7.5,3.4,8.7,2.4,2.0,3.24,Moderate,Gen Z
357,8.0,2.0,6.5,3.4,4.1,3.35,Moderate,Gen Z
358,8.2,3.0,5.8,2.8,4.2,3.31,High,Gen Z
359,5.0,1.0,8.6,6.0,3.4,2.71,Low,Gen Z
360,9.0,0.8,7.8,4.4,2.0,3.18,High,Gen Z
361,8.1,0.8,6.8,4.7,3.6,3.19,High,Gen Z
362,8.8,0.1,8.7,1.2,5.2,3.32,High,Gen Z
363,9.8,1.5,6.6,0.9,5.2,3.61,High,Gen Z
364,10.0,1.5,7.2,3.8,1.5,3.43,High,Gen Z
365,9.4,2.4,7.0,2.1,3.1,3.1,High,Gen Z
366,9.0,0.4,7.9,2.9,3.8,3.6,High,Gen Z
367,8.2,0.3,7.9,3.4,4.2,3.64,High,Gen Z
368,8.4,3.2,6.3,5.0,1.1,3.5,High,Gen Z
369,7.5,0.3,5.3,2.0,8.9,3.26,High,Gen Z
370,8.9,2.1,7.2,0.9,4.9,3.53,High,Gen Z
371,6.6,1.7,5.4,1.3,9.0,3.29,High,Gen Z
372,10.0,3.7,8.2,0.9,1.2,3.63,High,Gen Z
373,8.2,3.1,5.6,2.5,4.6,3.16,High,Gen Z
374,7.9,2.4,5.9,2.2,5.6,3.4,High,Gen Z
375,6.7,0.1,5.1,5.0,7.1,3.03,High,Gen Z
376,6.5,3.8,6.3,2.6,4.8,2.62,Moderate,Gen Z
377,9.4,3.4,5.9,4.3,1.0,3.18,High,Gen Z
378,5.7,0.3,8.6,3.0,6.4,2.28,Low,Gen Z
379,7.2,2.9,8.8,0.8,4.3,2.88,Moderate,Gen Z
380,8.8,2.6,9.8,0.2,2.6,3.38,High,Gen Z
381,5.3,1.1,6.3,1.5,9.8,2.75,Low,Gen Z
382,6.4,3.0,7.2,4.7,2.7,3.03,Moderate,Gen Z
383,5.3,2.0,5.2,0.4,11.1,2.31,High,Gen Z
384,6.7,3.6,5.1,4.0,4.6,3.18,High,Gen Z
385,9.8,2.2,9.7,0.1,2.2,3.16,High,Gen Z
386,8.7,3.9,6.3,3.3,1.8,3.2,High,Gen Z
387,6.0,2.3,7.3,5.8,2.6,2.58,Moderate,Gen Z
388,5.6,0.6,6.1,1.5,10.2,3.07,Low,Gen Z
389,9.3,2.2,7.6,0.6,4.3,3.48,High,Gen Z
390,5.3,2.8,7.7,0.5,7.7,2.93,Low,Gen Z
391,7.3,1.9,5.8,5.7,3.3,3.18,High,Gen Z
392,7.3,1.6,8.3,3.3,3.5,3.28,Moderate,Gen Z
393,5.3,2.1,9.0,2.8,4.8,2.67,Low,Gen Z
394,5.8,1.3,8.8,3.1,5.0,2.71,Low,Gen Z
395,6.0,3.5,9.4,4.4,0.7,2.84,Moderate,Gen Z
